Month,Year,Vol,Name,Work,Thlr.,Gr.,Repeat,FullName,Birth,Death
November,1813,15.10,"Neukomm, Sd.",Elégie harmonique p. le Pianof. sur la mort de J. L. Dussek.,0,16,Yes,"Neukomm, Sigismund Ritter von",1778,1858
November,1813,15.10,"Okonsky, F.",Mazures et Krakowiaks p. Pforte.,0,6,No,"Okonsky, F.",,
November,1813,15.10,"Pär, F.",Ouvert. d’Agnès p. Pianof.,0,6,Yes,"Paer, Ferdinando",1771,1839
November,1813,15.10,"Steibelt, D.",6 Sonatines p. le Pianoforte. 2me Suite.,0,20,Yes,"Steibelt, Daniel",1765,1823
November,1813,15.10,"Steibelt, D.",6 pet. pièces faciles et agréables p. le Pianof. tirées de ses oeuvres.,0,12,Yes,"Steibelt, Daniel",1765,1823
November,1813,15.10,"Stolpe, Al.",15 Polonoises p. le Pf. Liv. 1. et 2. à,0,16,Yes,"Stolpe, Aloys",,1824
November,1813,15.10,"Stolpe, Al.",15 Polonoises p. le Pf. Liv. 1. et 2. à,0,16,No,"Stolpe, Aloys",,1824
November,1813,15.10,Wilms,Concerto p. le Pforte av. accomp. de l’Orch. Op. 32. (F dur.),2,0,Yes,"Wilms, Johann Wilhelm",1772,1847
November,1813,15.10,Wilms,Sonate p. le Pforte av. av. [sic] accomp. d’une Flûte obligée. Op. 33.,0,16,Yes,"Wilms, Johann Wilhelm",1772,1847
November,1813,15.10,"Anschuetz, J. A.",3 Gesänge von Göthe mit Begl. des Pianof.,0,16,Yes,"Anschütz, Johann Andreas",1772,1858
November,1813,15.10,"Beethoven, L. v.",Messa à 4 voci coll’ accomp. dell’Orch. — (Drey Hymnen für 4 Singstimmen mit Begltg. des Orchesters.) Partitur. Op. 86.,4,0,Yes,"Beethoven, Ludwig van",1770,1827
November,1813,15.10,"Blüher, A.",6 Lieder m. Begltg. d. Pforte.,0,12,No,"Blüher, August",1785,1839
November,1813,15.10,"Crelle, A. L.",10 Gesänge. Op. 3.,1,0,No,"Crelle, August Leopold",1780,1855
November,1813,15.10,"Dittersdorf, v.","Hieronimus Knicker, kom. Oper im vollst. Klav. Ausz.",1,12,No,"Dittersdorf, Carl Ditters von",1739,1799
November,1813,15.10,"Eberwein, M.","Gesang der Engel an den Sterbenden, von Joh. Schulze f. Sopran, Alt, Tenor und Bass.",0,4,No,"Eberwein, Traugott",1775,1831
November,1813,15.10,"Harder, A.",Lieder mit begltg. d. Guit. 1ste Samml. Zweyte verbesserte Aufl.,0,12,Yes,"Harder, August",1775,1813
November,1813,15.10,"Harder, A.",Gesänge mit Guitarrebegltg. Op. 43.,1,0,No,"Harder, August",1775,1813
November,1813,15.10,"Haydn, Jos.","Hymne für 4 Singstimmen mit Begltg. des Orch. (Walte gnädig, o ew’ge Liebe.) (Eus aeternum attende.) Partitur.",0,12,No,"Haydn, Joseph",1732,1809
November,1813,15.10,"Kloss, C.",6 Lieder mit Begltg. des Pianof. und der. Guitarre.,0,12,Yes,"Kloss, Karl Johann Christian",1792,1853
November,1813,15.10,"Junghans, J. C. G.","Lebenslied von Tiedge, mit Begleit. des Pianof.",0,4,Yes,"Junghans, Johann Christian Gottlieb",1771,1823
November,1813,15.10,"Märkel, Fr.",16 Lieder mit Begltg. des Pianoforte.,0,16,Yes,"Märkel, Fr.",,
November,1813,15.10,"Miltitz, Frhrn. v.",Lieder von Friedr. Baron de la Motte Fouqué mit Pianofortebegltg.,0,16,Yes,"Miltitz, Carl Borromäus von",1780,1845
November,1813,15.10,"Mozart, W. A."," Cantate: (Herr, Herr vor deinem Throne.) Partitur. No. 3.",1,0,No,"Mozart, Wolfgang Amadeus",1756,1791
November,1813,15.10,Schnorr,"Lied zur Beförderung geselliger Freude, f. Pianof.",0,3,Yes,Schnorr,,
November,1813,15.10,"Backofen, H.",Recueil p. la Harpe à crochets Cah. 4.,1,0,Yes,"Backofen, Johann Georg Heinrich",1768,1839
November,1813,15.10,"Carulli, Ferd.","Recueil facile, progressif et doigté conten. plusieurs Menuets, Contredanses, Walses, Rondeaux et Variations p. Guitarre. Op. 50.",0,16,Yes,"Carulli, Ferdinando",1770,1841
November,1813,15.10,"Molino, Franç.",Neue Guitarreuschule (deutsch u. französisch.),2,0,Yes,"Molino, Francesco",1775,1847
November,1813,15.10,"Molino, Franç.",dasselbe Werk (französisch u. italien.),2,0,Yes,"Molino, Francesco",1775,1847
November,1813,15.10,"Molino, Franç.",6 Thêmes de Pleyel av. Variations p. la Guitarre. Op. 5.,0,12,Yes,"Molino, Francesco",1775,1847
November,1813,15.10,"Molino, Franç.",3 Sonates p. la Guitarre. Op. 6.,0,12,Yes,"Molino, Francesco",1775,1847
November,1813,15.10,"Molino, Franç.",3 grandes Sonates p. la Guitarre av. accomp. de Violon. Op. 7.,1,0,Yes,"Molino, Francesco",1775,1847
May,1814,16.03,"Campagnoli, B.","7 Divertissements p. le Violon, composés pour l’exercice des 7 principales positions. Op. 18.",1,0,No,"Campagnoli, Bartolomeo",1751,1827
May,1814,16.03,"Kuhlau, Fr.",3 Duos concert. p. 2 Flûtes. Op. 10.,1,8,No,"Kuhlau, Friedrich",1786,1832
May,1814,16.03,"Matthaei, A.","Variations p. le Violon av. accomp. d’un second Violon, Alto et Basse. Op. 7.",0,12,No,"Matthäi, Heinrich August",1781,1835
May,1814,16.03,Rode,Baillot und Kreutzer Violonschule. Neue Ausg.,2,0,No,"Rode, Pierre",1774,1830
May,1814,16.03,"Beethoven, L. v.","4me Sinfonie (B dur), arrangée p. le Pianof. à 4 mains.",1,12,Yes,"Beethoven, Ludwig van",1770,1827
May,1814,16.03,"Behling, M. A.",3 Polonoises et 6 Walses p. le Pianof.,0,12,No,"Behling, M. A.",,
May,1814,16.03,"Böhner, L.",Concerto p. le Pianoforte av. accomp. de l’Orch. Op. 8. (D dur),2,12,No,"Böhner, Ludwig",1787,1860
May,1814,16.03,Catel,"Ouverture de l’Op.: les Aubergistes de qualité, p. le Pianoforte.",0,8,No,"Catel, Charles-Simon",1773,1830
May,1814,16.03,Crelle,grande sonate p. le Pianof. Op. 4.,0,18,No,"Crelle, August Leopold",1780,1855
May,1814,16.03,"Dussek, J. L.",Oeuvres p. le Pforte. Cah. 3. contenant 12 Airs variée. Subscriptionspreis,1,12,No,"Dussek, Jan Ladislav",1760,1812
May,1814,16.03,"Dussek, J. L.",Oeuvres. Cah. 4. conten. 12 Sonates pour le Pianof. av. accomp. de Violon (dont six av. accomp. de Violon ad libit.) et 3 Sonates progressives à 4 mains. Subscriptionspr.,1,12,No,"Dussek, Jan Ladislav",1760,1812
May,1814,16.03,"Gärtner, J. A.",Andante varié p. le Pianof.,0,8,No,"Gärtner, J. A.",,
May,1814,16.03,"Kaczkowsky, J.",Polonoise p. Pianof. No. 1.,0,12,No,"Kaczkowski, Joachim",1786,1829
May,1814,16.03,"Kruft, Baron de.",Sonate p. le Pianof. av. accomp. Cor ou Violoncelle obligé.,1,0,No,"Krufft, Nicolas von",1779,1818
May,1814,16.03,"Kuhlau, Fr.",gr. Sonate p. le Pianof. Op. 8.,1,0,No,"Kuhlau, Friedrich",1786,1832
May,1814,16.03,"Lindemann, D.","8 Walses, 8 Eccossoises, 1 Quadrille, 1 Polonoise p. le Pforte. Liv. 5.",0,12,No,"Lindemann, J. D.",,
May,1814,16.03,"Matthaei, A.",3 Marches p. le Pforte.,0,6,No,"Matthäi, Heinrich August",1781,1835
May,1814,16.03,"Meyer, A. E. G.",7 Variations p. le Pforte s. l’air: Wer hörte wohl jemale.,0,8,No,"Meyer, A. E. G.",,
May,1814,16.03,"Mockwitz, A.",6 Walses p. le Pforte. No. 2.,0,6,No,"Mockwitz, F.",,
May,1814,16.03,"Righini, V.","Ouverture de l’Op.: Atalante et Méléagre, arr. à 4 mains.",0,12,No,"Righini, Vincenzo",1756,1812
May,1814,16.03,"Rode, P.",Variations. Op. 19. (A dur). arr. à 4 mains.,,,No,"Rode, Pierre",1774,1830
May,1814,16.03,"Danzi, Fr.",Balladen u. Romanzen mit Begleit. des Pforte.,0,16,No,"Danzi, Franz",1763,1826
May,1814,16.03,"Kruft, Bar. v.",12 Lieder für eine Bassstimme mit Begltg. des Pianof. Op. 25.,1,0,No,"Krufft, Nicolas von",1779,1818
May,1814,16.03,"Kuhlau, Fr.",6 Canzoni con accomp. di Pianoforte. Op. 9.,0,18,No,"Kuhlau, Friedrich",1786,1832
May,1814,16.03,"Kuhlau, Fr.",10 deutsche Lieder mit Begltg. des Pianof. Op. 11.,0,18,No,"Kuhlau, Friedrich",1786,1832
May,1814,16.03,"Kunzen, F. L. A. (Kapellmeister in Copenhagen)","Gesänge am Klavier, zur Bildung des Gesangs",1,0,No,"Kunzen, Friedrich Ludwig Aemilius",1761,1817
May,1814,16.03,"Moriz, C. T.",9 Lieder mit Begleitnug [sic] des Pforte. 7s Werk.,0,18,No,"Moritz, C. T.*",1770,1835
May,1814,16.03,"Mozart, W. A.",Arie: Der Liebe himmlisches Gefühl. Klav Ausz. No. 13.,0,8,No,"Mozart, Wolfgang Amadeus",1756,1791
May,1814,16.03,"Polzelli, A.",6 Lieder mit Begltg. des Pianof.,0,8,No,"Polzelli, Antonio",1783,1855
May,1814,16.03,"Winter, P.","das unterbrochne Opferfest, Oper in 2 Aufz. Neuer vollst. Klavier-Auszug v. Fr. Schneider.",5,0,No,"Winter, Peter",1754,1825
May,1814,16.03,"Marschner, H.",12 Bagatelles p. la Guit. Op. 4.,0,8,No,"Marschner, Heinrich August",1795,1861
November,1814,16.07,"Böhner, L.",Ouverture à grd. Orch. de l’Op.: der Dreyherrenstein.,1,12,No,"Böhner, Ludwig",1787,1860
November,1814,16.07,"Böhner, L.","Sérénade p. 2 Vlons, Vla, Flûte obligée, 2 Cors, Bassons, Violoncelle et Contre-Basse. Op. 9.",1,12,No,"Böhner, Ludwig",1787,1860
November,1814,16.07,"Fürstenau, C.",Variations de A. E. Müller arr. p. la Flûte princip. av. acc. de grd. Orch.,1,12,No,"Fürstenau, Caspar",1772,1819
November,1814,16.07,"Gerke, A.",Duo p. 2 Violons. Op. 7.,0,12,No,"Gerke, August*",1790,1848
November,1814,16.07,"Kaczkowski, J.",1er Concerto p. le Violon avec acc. de l’Orch. Op. 3.,2,0,No,"Kaczkowski, Joachim",1786,1829
November,1814,16.07,"Mozart, W. A.",Sinfonie No. 3. Part. (Es dur.),1,0,No,"Mozart, Wolfgang Amadeus",1756,1791
November,1814,16.07,Rode,Kreutzer und Baillot Violonschule des Conservatorium in Paris. Neue vermehrte Ausg.,2,0,Yes,"Rode, Pierre",1774,1830
November,1814,16.07,Vogel,Ouverture de Demophoon à grd. Orch.,1,0,Yes,"Vogel, Johann Christoph",1756,1788
November,1814,16.07,"Agthe, A.",3 Marches p. le Pianof. à 4 mains. Op. 3.,0,16,No,"Agthe, Albrecht Wilhelm Johann",1790,1873
November,1814,16.07,"Böhner, L.",Ouv. de l’Op. der Dreyherrenstein p. le Pforte.,0,12,No,"Böhner, Ludwig",1787,1860
November,1814,16.07,"Dussek, J. L.",Oeuvres p. le Pianoforte. Cah. 4. concentant 12 Sonates av. accomp. de Violon (dont 6 avec accomp. ad libitum) et 3 Sonates progr. à 4 mains Subscriptions-Preis,1,12,Yes,"Dussek, Jan Ladislav",1760,1812
November,1814,16.07,"Dussek, J. L.",Oeuvres. Cah. 5. contentant 4 grandes Sonates p. le Pf. Subscript. Preis,1,12,No,"Dussek, Jan Ladislav",1760,1812
November,1814,16.07,"Dussek, J. L.","Oeuvres. Cah. 6. conten. 3 Sonates avec Violon, la Chasse et Rondeau p. le Pforte seul. Subscriptionspreis",1,12,No,"Dussek, Jan Ladislav",1760,1812
November,1814,16.07,"Dussek, J. L.",3 Sonates p. le Pforte avec Violon. Op. 8.,2,0,No,"Dussek, Jan Ladislav",1760,1812
November,1814,16.07,"Field, J.",Romance p. le Pforte.,0,4,No,"Field, John",1782,1837
November,1814,16.07,"Gerke, A.",10 Pieces differentes et faciles p. le Pforte. Op. 14. L. 1. 2. à,0,16,No,"Gerke, August*",1790,1848
November,1814,16.07,"Gerke, A.",10 Pieces differentes et faciles p. le Pforte. Op. 14. L. 1. 2. à,0,16,No,"Gerke, August*",1790,1848
November,1814,16.07,"Kloss, Ch.",4 Polonoise à 4 mains Op. 3.,0,12,No,"Kloss, Karl Johann Christian",1792,1853
November,1814,16.07,"Lipinski, C.",3 Polonoises à 4 mains. Op. 3.,0,8,No,"Lipiński, Karol Józef",1790,1861
November,1814,16.07,"Mohr, C. T.",Marche avec 8 Variations p. le Pforte et Guitarre.,0,8,No,"Mohr, C. T.",,
November,1814,16.07,"Mohr, C. T.",5 Polonoises à 4 mains.,0,12,No,"Mohr, C. T.",,
November,1814,16.07,"Riem, W. F.",Variations p. le Pforte sur l’air russe: Schöne Minka. Op. 28.,0,8,No,"Riem, Wilhelm Friedrich",1779,1857
November,1814,16.07,"Rode, P.",Variations arr. de l’Oeuvre 1g. p. le Pf. à 4 mains.,0,12,No,"Rode, Pierre",1774,1830
November,1814,16.07,"Zeuner, C.",Fantaisie et Rondeau à la Polonoise p. le Pforte. Op. 5.,0,18,No,"Zeuner, Karl Traugott",1775,1841
November,1814,16.07,"Blum, C.",3stimmige Canons mit Begltg. d. Guitarre. Op. 5.,0,12,No,"Blum, Carl",1786,1844
November,1814,16.07,"Blum, C.","Balladen, Romanzen und Lieder mit Begltg. d. Guitarre.",1,0,No,"Blum, Carl",1786,1844
November,1814,16.07,"Blüher, A.","kleine Balladen, Romanzen und Leider mit Begltg. d. Pforte.",0,12,No,"Blüher, August",1785,1839
November,1814,16.07,"Hagen, A.",einige Gesänge f. d. Pforte.,0,6,No,"Hagen, Armand van der",1753,1822
November,1814,16.07,"Haydn, Jos.",kriederischer Chor: Triumph steig.,0,4,No,"Haydn, Joseph",1732,1809
November,1814,16.07,"Haydn, M.","Tenebrae, 4stimmiger Chor.",0,4,No,"Haydn, Michael",1737,1806
November,1814,16.07,"Marschuer, H.",12 Lieder mit Begltg. d. Guitarre. Op. 5.,0,16,No,"Marschner, Heinrich August",1795,1861
November,1814,16.07,"Moriz, C. T.",9 Lieder mit Begleitung des Pforte. 7s Werk.,0,18,Yes,"Moritz, C. T.*",1770,1835
November,1814,16.07,"Noack, Fr.",Abendlied an Minna von A. Mahlmann mit Begltg. d. Pforte.,0,12,No,"Noack, Fr.",,
November,1814,16.07,"Noack, Fr.",Abschied vom Leben von Theodor Körner für eine Singstimme mit Begltg. d. Pforte.,0,8,No,"Noack, Fr.",,
November,1814,16.07,"Riem, W. F.",12 Lieder alter und neuerer Dichter mit Begltg. des Pforte. Op. 27.,1,8,No,"Riem, Wilhelm Friedrich",1779,1857
November,1814,16.07,"Righini, V.","Adieux de Marie Stuart à la france par elle même, 2 Chansons av. acc. de Pf. arr. p. la Guitarre par Blum.",0,10,No,"Righini, Vincenzo",1756,1812
November,1814,16.07,Sterkel,léggiadre Canzonette coll accomp. dei Pforte da cantarsi nelle 4 varie Stagione dell’ Anno.,0,8,No,"Sterkel, Johann Franz Xaver",1750,1817
November,1814,16.07,"Winter, P.","das unterbrochene Opferfest, oper in vollständigem Klavier-Auszug von Friedrich Schneider.",5,0,Yes,"Winter, Peter",1754,1825
November,1814,16.07,"Liscovius, K. F. S.",Theorie der Stimme,0,12,No,"Liscovius, Karl Friedrich Salomon",1780,1844
April,1815,17.04,"Campagnoli, B.",3 Duos p. 2 Violons. op. 19.,1,8,No,"Campagnoli, Bartolomeo",1751,1827
April,1815,17.04,"Kaczkowski, J.",2 Duos concert. p. 2 Violons. Op. 10.,1,0,No,"Kaczkowski, Joachim",1786,1829
April,1815,17.04,"Kaczkowski, J.",Rondeau à la Polon. p le Violon av. accomp. de l’Orchestre. Op. 9.,1,0,No,"Kaczkowski, Joachim",1786,1829
April,1815,17.04,Lipinski,2 Polonoises p. le Violon avec acc. de Orch. Op. 6.,1,0,No,"Lipiński, Karol Józef",1790,1861
April,1815,17.04,"Bolla, Alex.",24 Scale per il Violino ed altrettanti piccoli Solfeggi progressivi coll’accomp. di altro Violino.,1,0,No,"Rolla, Alessandro",1757,1841
April,1815,17.04,"Präger, H.",Caprices p. le Violon. Op. 10.,0,18,No,"Praeger, Heinrich Aloys",1783,1854
April,1815,17.04,"Viotti, J. B.",(nouveau) Concerto p. Violon. No. 27.,,,No,"Viotti, Giovanni Battista",1755,1824
April,1815,17.04,Vogel,Ouverture de Demophoon à grd. Orchestre.,1,0,No,"Vogel, Johann Christoph",1756,1788
April,1815,17.04,"Wilms, J. W.",Concerto p. la Clarinette avec Orch. Op. 40.,2,0,No,"Wilms, Johann Wilhelm",1772,1847
April,1815,17.04,"Winter, P.","Concertante p. Violon, Viola, Hautb., Clarinette, Basson et Violoncelle av. acc. de l’Orch. Op. 20.",1,12,No,"Winter, Peter",1754,1825
April,1815,17.04,"Fürstenau, C.",6 Duos p. 2 Flûtes. Op. 26.,1,12,No,"Fürstenau, Caspar",1772,1819
April,1815,17.04,"Köhler, H.",3 Sonates p. la Flûte. seule av. accomp. de Violon ad libit. Op. 98.,1,0,No,"Köhler, Gottlieb Heinrich",1765,1833
April,1815,17.04,"Köhler, H.",3 Duos concert. p. 2 Flûtes. Op. 99.,1,0,No,"Köhler, Gottlieb Heinrich",1765,1833
April,1815,17.04,"Kaczkowski, J.","2 Thêmes variés p. le Flageolet av. acc. de Violon, Viola et Violoncelle. Op. 11.",0,12,No,"Kaczkowski, Joachim",1786,1829
April,1815,17.04,"Lachner, N. A.",Variations p. le Basson av. Orch.,0,16,No,"Lachner, N. A.",,
April,1815,17.04,"Beethoven, L. v.",gr. Septuor arr. p. le Pianoforte à 4 m.,1,12,No,"Beethoven, Ludwig van",1770,1827
April,1815,17.04,"Böhner, L.",7 Variations pour le Pianof. Op. 3.,0,8,No,"Böhner, Ludwig",1787,1860
April,1815,17.04,"Böhner, L.",Concerto p. le Pforte avec accomp. de l’Orch. Op. 11.,2,12,No,"Böhner, Ludwig",1787,1860
April,1815,17.04,"Böhner, L.","Fantaisie, Walses et Eccossoises, Exercices p. le Pforte. Op. 19.",0,18,No,"Böhner, Ludwig",1787,1860
April,1815,17.04,"Brosenius, H.",20 Variations sur un thême russe p. le Pforte.,0,12,No,"Brosenius, H.",,
April,1815,17.04,"Cramer, J. B.",Etude p. le Pforte. Liv. 1. Neue Ausgabe.,2,0,No,"Cramer, Johann Baptist",1771,1858
April,1815,17.04,"Cramer, J. B.","l’Ultima, Sonate p. le Pforte. Op. 53.",1,0,No,"Cramer, Johann Baptist",1771,1858
April,1815,17.04,"Cramer, J. B.","la Strenna, Divertissement p. le Pf.",0,12,No,"Cramer, Johann Baptist",1771,1858
April,1815,17.04,"Cramer, J. B.",Air (Rousseau’s Dearm) avec Variations,0,8,No,"Cramer, Johann Baptist",1771,1858
April,1815,17.04,"Dussek, J. L.",Oeuvres Cah. 7. cont. 3 gr. Son. à 4 mains. Subscriptions-Preis,1,12,No,"Dussek, Jan Ladislav",1760,1812
April,1815,17.04,"Dussek, J. L.",Oeuvres Cah. 8. cont. 6 Sonates et 1 Air varié p. Pforte. Subscriptions-Preis,1,12,No,"Dussek, Jan Ladislav",1760,1812
April,1815,17.04,"Dussek, J. L.",3 Sonates p. Pforte av. Violon. Op. 12.,2,0,No,"Dussek, Jan Ladislav",1760,1812
April,1815,17.04,"Field, John.",Romance p. le Pforte.,0,4,Yes,"Field, John",1782,1837
April,1815,17.04,"Field, John.",Sonate p. Pf.,0,12,No,"Field, John",1782,1837
April,1815,17.04,"Field, John.",2 Airs en Rondeau.,0,6,No,"Field, John",1782,1837
April,1815,17.04,"Field, John.",3 Romances p. le Pianof.,0,12,No,"Field, John",1782,1837
April,1815,17.04,"Gabler, C. A.",Air varié p. Pforte. op. 35.,0,12,No,"Gabler, Christoph August",1767,1839
April,1815,17.04,Gelinek,Variations p. Pforte sur la Romance ”le Troubadour” de l’Op.: Jean de Paris. No. 75.,0,12,No,"Gelinek, Josef",1758,1825
April,1815,17.04,Gelinek,Variations sur une Walze Autrichienne. No. 76.,0,12,No,"Gelinek, Josef",1758,1825
April,1815,17.04,"Fröhlich, J.",Sonate à 4 mains.,0,18,No,"Fröhlich, Joseph",1780,1862
April,1815,17.04,"Herzig, P. E.",3 grandes Polonoises p. le Pforte. Op. 1.,0,12,No,"Herzig, P. E.",,
April,1815,17.04,"Herzig, P. E.",Rondeau à la Polonoise p. le Pforte. Op. 2.,0,12,No,"Herzig, P. E.",,
April,1815,17.04,"Herzig, P. E.",Fantaisie et Variations sur un air Russe. Op. 3.,0,16,No,"Herzig, P. E.",,
April,1815,17.04,"Kaczkowski, J.",Rondeau à la Polonoise p. Pforte,,,No,"Kaczkowski, Joachim",1786,1829
April,1815,17.04,"Kaczkowski, J.",4 Polonoises p. le Pforte.,,,No,"Kaczkowski, Joachim",1786,1829
April,1815,17.04,"Kloss, Ch.",4 Polonoises à 4 mains. op. 3.,0,12,Yes,"Kloss, Karl Johann Christian",1792,1853
April,1815,17.04,"Ledesma, M. de",Bolero favori du Divertissement Espagnol: le Troubadour p. le Pforte et Flûte,0,4,No,"Rodríguez de Ledesma, Mariano",1779,1847
April,1815,17.04,"Ledesma, M. de","Zapateado, Danse espagnole p. Pforte et Flûte",0,6,No,"Rodríguez de Ledesma, Mariano",1779,1847
April,1815,17.04,"Ledesma, M. de",Divertissement martial p. le Pforte av. accomp. de Flûte. Liv. 1.,0,12,No,"Rodríguez de Ledesma, Mariano",1779,1847
April,1815,17.04,"Ledesma, M. de",Divertissement martial p. Pforte. L. 2.,0,12,No,"Rodríguez de Ledesma, Mariano",1779,1847
April,1815,17.04,"Ledesma, M. de",6 Walses p. le Pforte.,0,6,No,"Rodríguez de Ledesma, Mariano",1779,1847
April,1815,17.04,"Lindemann, D.","10 Walses, 8 Eccossoises, 1 Quadrille et 1 Polonoise p. le Pforte. Liv. 6.",0,12,No,"Lindemann, J. D.",,
April,1815,17.04,"Liste, Ant.",Sonate p. le Pforte. Op. 6.,1,0,No,"Liste, Anton Heinrich",1772,1832
April,1815,17.04,"Liste, Ant.",Variations sur un Duo de Ferrari: Nice se più non m’ami p. le Pforte. Op. 7.,0,16,No,"Liste, Anton Heinrich",1772,1832
April,1815,17.04,"Liste, Ant.",Sonate p. le Pforte. Op. 8.,1,0,No,"Liste, Anton Heinrich",1772,1832
April,1815,17.04,"Mayer, Simon.",Overtura p. il Pforte nell’ Op.: La Rosa bianca et la Rosa rossa.,0,8,No,"Mayr, Simon",1763,1845
April,1815,17.04,"Rode, P.",Andante p. le Violon arr. p. le Pforte,,,No,"Rode, Pierre",1774,1830
April,1815,17.04,"Rössler, G. B.",3 Sonatines p. le Pianoforte,0,16,No,"Roesler, Gottlob Benjamin",1769,1833
April,1815,17.04,"Schneider, Fr.",gr. Duo p. Pforte et Violon. Op. 31.,1,0,No,"Schneider, Friedrich",1786,1853
April,1815,17.04,"Stark, J. F.",6 Walses et 2 Polonoises p. le Pf.,0,8,No,"Stark, J. F.",,
April,1815,17.04,"Steibelt, D.",(nouv.) Fantasie militaire p. le Pforte.,0,16,No,"Steibelt, Daniel",1765,1823
April,1815,17.04,"Steinacker, Ch.",Rondeau à la Polonoise p. Pianof. à 4 mains. Op. 12.,1,0,No,"Steinacker, Carl",1789,1815
April,1815,17.04,"Steinacker, Ch.","les Adieux, Fantaisie p. le Pforte. Op. 15.",0,16,No,"Steinacker, Carl",1789,1815
April,1815,17.04,"Zeuner, C.",Fantaisie sur un air de la petite Russie. Op. 7.,0,16,No,"Zeuner, Karl Traugott",1775,1841
April,1815,17.04,"Abeille, L.","6 neue Lieder v. Fr. Haug, mit Bgltg. des Pforte.",0,16,No,"Abeille, Ludwig",1761,1838
April,1815,17.04,"Bornhardt, J. H. C.",6 leichte Deutten f. 2 Singstimmen mit Begleitg. des Pforte.,0,16,No,"Bornhardt, Johann Heinrich Carl",1774,1843
April,1815,17.04,"Bornhardt, J. H. C.","6 kleine Canons für 3 Singstimmen, mit Bgltg. des Pforte zur Uebung für Anfänger im mehrstimmigen Gesange.",0,6,No,"Bornhardt, Johann Heinrich Carl",1774,1843
April,1815,17.04,"Eberwein, M.","die Frühlingsnacht f. 4 Singstimmen, mit Pforte.",0,16,No,"Eberwein, Traugott",1775,1831
April,1815,17.04,Glück,8 Lieder m. Begleitg.,0,12,No,Glück,,
April,1815,17.04,Harder,Balladen u. Lieder mit Begltg. d. Guitarre. Op. 54. (nachgelassenes Werk).,1,0,No,"Harder, August",1775,1813
April,1815,17.04,"Junghanns, J. C. G.","Liebe, 2 Gesänge mit Begltg. des Pforte.",0,3,No,"Junghans, Johann Christian Gottlieb",1771,1823
April,1815,17.04,"Moltke, C.",8 Lieder mit Begltg. des Pforte oder der Guitarre. 1s Heft.,1,0,No,"Moltke, Carl Melchior Jakob",1783,1831
April,1815,17.04,"Moltke, C.",3 Lieder v. Göthe m. Begltg. d. Pforte. 2s H.,0,16,No,"Moltke, Carl Melchior Jakob",1783,1831
April,1815,17.04,"Moltke, C.",8 Lieder mit Begleitg. des Pforte u. d. Guitarre. 3s Heft.,0,16,No,"Moltke, Carl Melchior Jakob",1783,1831
April,1815,17.04,"Steinacker, C.",7 Gesänge für 4 Männerstimmen. 11s Werk.,1,4,No,"Steinacker, Carl",1789,1815
April,1815,17.04,"Herrmann, C. F.",12 leichte Choralvorspiele mit eingewebten Melodien. 1r Heft.,0,16,No,"Herrmann, C. F.",,
April,1815,17.04,"Liscovius, K. F. S.",Theorie der Stimme,0,12,Yes,"Liscovius, Karl Friedrich Salomon",1780,1844
April,1815,17.04,Minoja,über den Gesang.,0,6,No,"Minoja, Ambrogio",1752,1825
