Month,Year,Vol,Name,Work,Thlr.,Gr.,Repeat,FullName,Birth,Death
October,1822,24.08,"Mozart, W. A.",Ouverture de l’Op.: le Nozze di Figaro arr. pour le Pianoforte à 4 mains par F Mockwitz.,0,12,No,"Mozart, Wolfgang Amadeus",1756,1791
October,1822,24.08,"Mozart, W. A.",Ouverture de l’Op.: Idomeneo arr. à 4 mains par le même.,0,12,No,"Mozart, Wolfgang Amadeus",1756,1791
October,1822,24.08,"Mozart, W. A.",Ouverture de l’Op.: der Scheuspieldirector arr. à 4 mains par le même.,0,12,No,"Mozart, Wolfgang Amadeus",1756,1791
October,1822,24.08,"Onslow, G.",(nouv.) Quintetto (Op. 17. 18. 19.) arrangé pour le Pianoforte à 4 mains par Fr. Mockwitz. No. 1. 2. 3. à,1,8,No,"Onslow, George",1784,1853
October,1822,24.08,"Onslow, G.",(nouv.) Quintetto (Op. 17. 18. 19.) arrangé pour le Pianoforte à 4 mains par Fr. Mockwitz. No. 1. 2. 3. à,1,8,No,"Onslow, George",1784,1853
October,1822,24.08,"Onslow, G.",(nouv.) Quintetto (Op. 17. 18. 19.) arrangé pour le Pianoforte à 4 mains par Fr. Mockwitz. No. 1. 2. 3. à,1,8,No,"Onslow, George",1784,1853
October,1822,24.08,"Ries, Fr.",Introduction et grande Marche pour le Pianoforte. Op. 53.,0,4,No,"Ries, Ferdinand",1784,1838
October,1822,24.08,"Ries, Fr.",2me Polonoise pour le Pianoforte à 4 mains. Op. 93.,0,12,No,"Ries, Ferdinand",1784,1838
October,1822,24.08,"Ries, Fr.",6me Fantaisie à la mode sur un air favori de la Flute enchantée de Mozart pour le Pianoforte. Op. 97.,0,16,No,"Ries, Ferdinand",1784,1838
October,1822,24.08,"Ries, Fr.",Variations sur un celèbre air eccossois pour le Pianoforte. Op. 101. No. 1. (No. 29 des Variations).,0,8,No,"Ries, Ferdinand",1784,1838
October,1822,24.08,"Ries, Fr.","Polonoise de l’Op.: Tancredi de Rossini, précédée d’une Introduction arrangée pour le Pianoforte. Op. 104. No. 2.",0,8,No,"Ries, Ferdinand",1784,1838
October,1822,24.08,"Rossini, J.",Ouverture de l’Op.: Il Turco in Italia pour le Pianoforte.,0,8,No,"Rossini, Gioachino",1792,1868
October,1822,24.08,"Schwenke, C.",Variations sur l’air: Gestern Abend war Vetter Michel da etc. pour le Pianoforte.,0,12,No,"Schwencke, Karl",1797,1870
October,1822,24.08,"Siegel, D. S.",leichte Variationen über das Lied: ich denk’ an euch etc. für das Pfte. 24s Wk.,0,12,No,"Siegel, Daniel Siegmeyer (d. after 1848)",1774,
October,1822,24.08,"Sörgel, F. W.",Nocturne pour le Pfte et Violoncelle ou Violon ou Flute. Op. 14.,0,16,No,"Sörgel, Friedrich Wilhelm*",1790,1870
October,1822,24.08,"Zimmermann, J.",9 Variations sur l’air: Guarda mi un poco etc. pour le Pianoforte. Op. 6.,0,10,No,"Zimmermann, Pierre-Joseph-Guillaume",1785,1853
October,1822,24.08,"Zimmermann, J.",le Bouquet de Romarin ou: j’ai vu Lise hier etc. varié pour le Pianoforte. Op. 12.,0,10,No,"Zimmermann, Pierre-Joseph-Guillaume",1785,1853
October,1822,24.08,"Zöllner, Ch. H.",Variations sur 2 Thêmes pour le Pianoforte.,0,12,No,"Zöllner, Carl Heinrich",1792,1836
October,1822,24.08,"Neukomm, Sgd.",6 Gesänge mit Begleitung des Pianoforte. Op. 36.,0,16,No,"Neukomm, Sigismund Ritter von",1778,1858
October,1822,24.08,"Reissiger, G.","6 deutsche Lieder von Bürger, Gerhard, Th. Hell und Krummacher für eine Singstimme mit Begleitung des Pianoforte. Op. 13. 3te Liedersammlung.",0,12,No,"Reissiger, Carl Gottlieb",1798,1859
October,1822,24.08,"Reissiger, G.","6 Lieder von Burdach, Castelli, Contessa, L. Brachmann und Reinhardt mit Begleitung des Pianoforte. Op. 16. 4te Liedersammlung.",0,12,No,"Reissiger, Carl Gottlieb",1798,1859
October,1822,24.08,"Rossini, J.","(Cenerentola) Aschenbrödel, Oper im Klavierauszug (mit deutschem und italienischem Texts.",5,0,Yes,"Rossini, Gioachino",1792,1868
October,1822,24.08,"Rossini, J.","(la Donna del Lago) das Fräulein vom See, Oper im Klavierauszug (mit deutschem und italienischem Texte)",5,0,Yes,"Rossini, Gioachino",1792,1868
October,1822,24.08,"Rossini, J.","(Mosé) Moses in Egypten, Oper im Klavierauszug (mit deutschem und italienischem Texte)",5,0,Yes,"Rossini, Gioachino",1792,1868
October,1822,24.08,"Bach, A. W.","Orgelstücke, bestehend in: Fantasie und Fuge, variirte Choräle und Fugette. 2tes Heft.",0,16,No,"Bach, August Wilhelm",1796,1869
February,1823,25.01,,"Naumann, das Vater unser, Psalm von Klopstock. Partitur 5 Thaler, Klavier-Auszug",2,16,No,,,
February,1823,25.01,"Mozart, W. A.",Cantate: Ewiger! erbarme dich etc. mit Begleit. des Orchesters. Partitur No. 4.,,,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1823,25.01,"Mozart, W. A.","Cantate: Mächtigster, Heilgster etc. Partitur. No. 5.",1,8,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1823,25.01,"Mozart, W. A.",Cantate: Hoch vom Heiligthume etc. Part. No. 6.,1,8,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1823,25.01,"Speyer, W.",Gesänge für eine Singstimme mit Begleitung des Pianoforte. Op. 13.,0,16,No,"Speyer, Wilhelm",1790,1878
February,1823,25.01,"Morlacchi, F.","6 Ariette per una voce di Soprano, coll’ accompagn. di Pianoforte. No. 3.",0,16,No,"Morlacchi, Francesco",1784,1841
February,1823,25.01,Carafa,"Duettino per 2 Soprani, o Sopr. e Tenore, coll’ accompagnamento di Pianoforte. No. 3.",0,16,No,"Carafa, Michele",1787,1872
February,1823,25.01,Neukomm,"6 Lieder für eine Singstimme, mit Begleitung des Pianoforte. 36s Werk.",0,16,Yes,"Neukomm, Sigismund Ritter von",1778,1858
February,1823,25.01,"Häser, W.","12 deutsche Lieder für eine Singstimme, mit Begleitung des Pianoforte.",0,16,No,"Häser, Christian Wilhelm",1781,1867
February,1823,25.01,"Kloss, C.",6 Pièces en forme de Walse pour le Pianoforte à 4 mains.,0,12,No,"Kloss, Karl Johann Christian",1792,1853
February,1823,25.01,"Fanna, Ant.",Variazioni per il Pianoforte sopra le Contradanze favorite nell Ballo Alessandro in Babilonia.,0,10,No,"Fanna, Antonio",1793,1845
February,1823,25.01,"Dotzauer, J. J. F.",2 Thêmes variés pour Pianoforte et Violoncelle. Op. 55.,0,16,No,"Dotzauer, Friedrich",1783,1860
February,1823,25.01,"Kloss, C.",grande Sonate p. le Pforte. 2me Son.,0,20,No,"Kloss, Karl Johann Christian",1792,1853
February,1823,25.01,"Mühling, A.",Sonate pour le Pianoforte. Op. 28.,1,0,No,"Mühling, August",1786,1847
February,1823,25.01,"Beethoven, L. van","6e Sinfonie, op. 68 arrangée pour le Pianoforte à 4 mains par F. Mockwitz.",2,0,No,"Beethoven, Ludwig van",1770,1827
February,1823,25.01,"Schwenke, C.",Sonate pour le Pianoforte avec accomp. de Violon.,0,16,No,"Schwencke, Karl",1797,1870
February,1823,25.01,"Berbiguier, T.","Romance di Dalvimare, variée pour la Flûte avec Accomp. de 2 Violons, Alto et Basse, cors et Hautbois ad libitum. Op. 56.",0,16,No,"Berbiguier, Antoine Tranquille",1782,1838
February,1823,25.01,"Fürstenau, A. B.",Exercises pour la Flûte seule Op. 15.,1,0,No,"Fürstenau, Anton Bernhard",1792,1852
February,1823,25.01,"Dotzauer, J. J. F.",12 Essercizii per il Violoncello solo. Op. 54. Parte 2.,0,16,No,"Dotzauer, Friedrich",1783,1860
February,1823,25.01,"Backofen, H.",Concerto p. la Clarinette princip. avec accomp. de grand Orchestre. Op. 24.,2,0,No,"Backofen, Johann Georg Heinrich",1768,1839
February,1823,25.01,"Rossini, J.",Ouverture de l’Op. Othello à grand Orch. D dur.,1,16,No,"Rossini, Gioachino",1792,1868
May,1823,25.03,"Dotzauer, J. J. F.",12 Essercizii per il Violoncello solo. Op. 54. Parte 2 da.,0,16,Yes,"Dotzauer, Friedrich",1783,1860
May,1823,25.03,"Nagel, A.","10 Walses et 6 Ecossoises pour 2 Violons, Flûte, Clar. 2 Cors et Basse. Liv. 4.",0,20,No,"Nagel, A.",,
May,1823,25.03,"Neukomm, S.",Sinfonie à gr. Orchestre. Op. 37. (Es dur).,2,12,No,"Neukomm, Sigismund Ritter von",1778,1858
May,1823,25.03,"Ries, Ferd.",5me Sinfonie à grand Orch. Op. 112.,3,0,No,"Ries, Ferdinand",1784,1838
May,1823,25.03,"Ries, Ferd.",la même arrangée en Septetto.,2,0,No,"Ries, Ferdinand",1784,1838
May,1823,25.03,"Rossini, J.",Ouverture de l’Op.: Othello à grand Orchestre (D dur).,1,16,Yes,"Rossini, Gioachino",1792,1868
May,1823,25.03,"Sörgel, F. W.",3 Duos pour 2 Violons. Oeuv. 15. Liv. 2.,1,4,No,"Sörgel, Friedrich Wilhelm*",1790,1870
May,1823,25.03,Tartini,Sonate ou le Trille du Diable pour le Violon.,0,8,No,"Tartini, Giuseppe",1692,1770
May,1823,25.03,"Backofen, H.",Concerto p. la Clarinette princip. avec accomp. de grand Orchestre. Op. 24.,2,0,Yes,"Backofen, Johann Georg Heinrich",1768,1839
May,1823,25.03,"Barth, Chr.",Rondeau suisse pour Hautbois avec Orchestre. Op. 10.,0,16,No,"Barth, Christian Frederik",1787,1861
May,1823,25.03,"Barth, Chr.",Divertissement pour Hautbois avec 2 Violons Alto et Basse. Op. 8.,0,16,No,"Barth, Christian Frederik",1787,1861
May,1823,25.03,"Barth, Chr.",Concerto pour Hautbois avec Orchestre Op. 12.,1,8,No,"Barth, Christian Frederik",1787,1861
May,1823,25.03,"Berbiguier, T.","Romance de Dalvimare, variée pour la Flûte avec accomp. de 2 Violons, Alto et Basse, Cors et Hautbois ad libitum. Op. 56.",0,16,No,"Berbiguier, Antoine Tranquille",1782,1838
May,1823,25.03,"Berbiguier, T.",3 grand Trios conc. pour 3 Flûtes. Op. 62. Liv. 5.,1,12,No,"Berbiguier, Antoine Tranquille",1782,1838
May,1823,25.03,"Braun, G.",grand Duo pour 2 Hautbois. Op. 23. No. 1.,0,12,No,"Braun, G.",,
May,1823,25.03,"Fürstenau, A. B.",Exercices pour la Flûte seule Op. 15.,1,0,Yes,"Fürstenau, Anton Bernhard",1792,1852
May,1823,25.03,"Kummer, G.",Pot-Pourri pour la Clarinette av. accomp. de l’Orch. Op. 11.,1,12,No,"Kummer, Gotthelf Heinrich",1774,1857
May,1823,25.03,"Ries, F.","Quintetto pour Flûte, Violon, 2 Altos et Violoncelle. Op. 107.",1,4,No,"Ries, Ferdinand",1784,1838
May,1823,25.03,"Vern, A.","Thême varié pour Flûte avec accomp. de 2 Violons, Alto, Basse, 2 Cors et Hautbois, ou de Pianof. à defaut d’Orchestre. Op. 12.",1,8,No,"Vern, Auguste",1769,1854
May,1823,25.03,"Vern, A.",Thême varié pour Flûte avec accomp. de Basse ou de Pianoforte. Op. 13.,0,20,No,"Vern, Auguste",1769,1854
May,1823,25.03,"Beethoven, L. van.","6e Sinfonie Op. 68, arrangée pour le Pianoforte à 4 mains par F. Mockwitz.",2,0,Yes,"Beethoven, Ludwig van",1770,1827
May,1823,25.03,Carafa,"Ouvert. de l’Op.: le Solitaire, arrangée pour le Pianof. (avec Violon).",0,16,No,"Carafa, Michele",1787,1872
May,1823,25.03,"Dotzauer, J. J. F.",2 Thêmes variés pour Pianoforte et Violoncelle. Op. 55.,0,16,Yes,"Dotzauer, Friedrich",1783,1860
May,1823,25.03,"Fanna, Ant.",Variazioni per il Pianoforte sopra le Contradanze favorite nel Ballo Alessandro in Babilonia.,0,10,Yes,"Fanna, Antonio",1793,1845
May,1823,25.03,"Field, J.",6me Concerto pour le Pianoforte avec accomp. de l‘Orchestre.,3,12,No,"Field, John",1782,1837
May,1823,25.03,"Kloss, C.",6 Pièces en forme de Walse pour le Pianoforte à 4 mains.,0,12,Yes,"Kloss, Karl Johann Christian",1792,1853
May,1823,25.03,"Kloss, C.",grande Sonate pour le Pianoforte. 2me Son.,0,20,Yes,"Kloss, Karl Johann Christian",1792,1853
May,1823,25.03,"Lobe, J. C.","Quatuor pour le Pianoforte, Violon Viola et Violonc.",1,16,No,"Lobe, Johann Christian",1797,1881
May,1823,25.03,"Louis, Ferd., Prince de Prusse.","Quintetto, arrangé pour le Pianof. par Mockwitz.",1,12,No,"Louis Ferdinand, Prince of Prussia",1772,1806
May,1823,25.03,"Moscheles, J.",Fantaisie pour le Pianoforte sur trois Airs favoris. Oeuvr. 57.,0,16,No,"Moscheles, Ignaz",1794,1870
May,1823,25.03,"Mühling, A.",Sonate pour le Pianoforte. Op. 28.,1,0,Yes,"Mühling, August",1786,1847
May,1823,25.03,"Nagel, A.",10 Walses et 6 Eccossoises pour le Pianof. Liv. 4.,0,8,No,"Nagel, A.",,
May,1823,25.03,"Onslow, G.","(nouv.) Trio pour Pianoforte, Violon et Violoncelle et arrangé pour Pianof. et Violon. Op. 20.",2,8,No,"Onslow, George",1784,1853
May,1823,25.03,"Pär, F.","Ouvert. de l’Op.: Léonore, pour Pianof. arrangée à 4 mains par Mockwitz.",0,12,No,"Paer, Ferdinando",1771,1839
May,1823,25.03,"Petersen, A.",Sonate pour le Pianof. avec accomp. de Violon.,0,20,No,"Petersen, A.",,
May,1823,25.03,"Righini, V.","Ouvert. de l’Op.: Armide, arrangée pour le Pianof. à 4 mains par Mockwitz.",0,16,No,"Righini, Vincenzo",1756,1812
May,1823,25.03,"Rode, R.",7 Variat. pour le Violon. Oeuv. 19. arrangées pour le Pianof. par Mockwitz.,0,12,No,"Rode, Pierre",1774,1830
May,1823,25.03,"Schwenke, C.",Sonate pour le Pianoforte avec accomp. de Violon.,0,16,Yes,"Schwencke, Karl",1797,1870
May,1823,25.03,"Ries, F.",Air Moldavien varié pour le Pianoforte Op. 105. No. 4. No. 35. des Variat.,0,8,No,"Ries, Ferdinand",1784,1838
May,1823,25.03,"Ries, F.","Resignation, von Schiller. 7te Fantaisie für das Pianoforte. Op. 109.",0,18,No,"Ries, Ferdinand",1784,1838
May,1823,25.03,"Ries, F.",grandes Variations sur la Danse Espagnole: Fandango pour le Pianof. et Violon. Op. 111.,0,20,No,"Ries, Ferdinand",1784,1838
May,1823,25.03,"Ries, F.",47me Sonate pour le Pianoforte. Op. 114.,0,12,No,"Ries, Ferdinand",1784,1838
May,1823,25.03,"Ries, F.",Introduction et Rondeau sur une Danse russe pour Pianoforte et Violoncelle. Op. 113. No. 1.,0,16,No,"Ries, Ferdinand",1784,1838
May,1823,25.03,"Winter, P. de","Ouvert. de l’Op.: Timoteo, arr. pour le Pianoforte à 4 mains par Mockwitz.",0,12,No,"Winter, Peter",1754,1825
May,1823,25.03,Carafa,"Duettino per 2 Soprani, o Sopr. e Tenore, coll’ accompagnamento di Pianoforte.",0,4,No,"Carafa, Michele",1787,1872
May,1823,25.03,"Häser, W.","12 deutsche Lieder für eine Singstimme, mit Begleitung des Pianoforte.",0,16,Yes,"Häser, Christian Wilhelm",1781,1867
May,1823,25.03,"Haydn, Jos.",Missa in C. No. 7. Partitur.,3,0,No,"Haydn, Joseph",1732,1809
May,1823,25.03,Mattern,7 Gesänge für Männerstimmen.,0,10,No,Mattern,,
May,1823,25.03,"Morlacchi, F.",L’Addio Anacreontica per una voce di Soprano coll’ acc. di Pianoforte.,0,6,No,"Morlacchi, Francesco",1784,1841
May,1823,25.03,"Morlacchi, F.",6 Ariette per una voce di Soprano coll’ acc. di Pianoforte. No. 3.,0,16,Yes,"Morlacchi, Francesco",1784,1841
May,1823,25.03,"Mozart, W. A.",Cantate: Ewiger! erbarme dich etc. mit Begleit. des Orch. Partitur. No. 4.,1,8,Yes,"Mozart, Wolfgang Amadeus",1756,1791
May,1823,25.03,"Mozart, W. A.","Cantate: Mächtigster, Heiligster etc. Partitur. No. 5.",1,8,Yes,"Mozart, Wolfgang Amadeus",1756,1791
May,1823,25.03,"Mozart, W. A.",Cantate: Hoch vom Heiligthume etc. Part. No. 6.,1,8,Yes,"Mozart, Wolfgang Amadeus",1756,1791
May,1823,25.03,Naumann,Um Erden wandeln Monde etc. Psalm mit dem Vaterunser von Klopstock. Partitur.,5,0,No,"Naumann, Johann Gottlieb",1741,1801
May,1823,25.03,Naumann,dasselbe Werk in vollst. Klavier-Auszuge,2,12,No,"Naumann, Johann Gottlieb",1741,1801
May,1823,25.03,Rossini,"Armida. Oper im vollständigem Klavier-Auszuge, italienisch und deutsch.",5,0,No,"Rossini, Gioachino",1792,1868
May,1823,25.03,"Speyer, W.",Gesänge für eine Singstimme mit Begleitung des Pianoforte. Op. 13.,0,16,Yes,"Speyer, Wilhelm",1790,1878
May,1823,25.03,"Zöllner, C. H.",6 Gesänge für 3 Männerstimmen.,0,12,No,"Zöllner, Carl Heinrich",1792,1836
May,1823,25.03,"Bach, A. W.","Orgelstücke (Präludien, Postludien, Fugen u. Trios) 3s Heft.",1,0,No,"Bach, August Wilhelm",1796,1869
May,1823,25.03,"Möller, J. G.",7 triomässige Choralvorspiele für die Orgel.,0,16,No,"Möller, John Christopher",1755,1803
May,1823,25.03,"Schwenke, C. F. G.",6 Fugen für die Orgel zum Studium.,1,0,No,"Schwencke, Christian Friedrich Gottlieb",1767,1822
October,1823,25.08,"Boyneburgk, Fr. Baron de","2 Polonoises, 1 Cotillon, 6 Walses et 5 Eccossoises pour Orchestre. Op. 15.",1,0,No,"Boyneburgk, Friedrich August von",1789,1851
October,1823,25.08,"Gerke, A.",2 Polonoises à gr. Orchestre. Op. 11. 2me Suite.,1,4,No,"Gerke, August*",1790,1848
October,1823,25.08,"Lindpaintner, P.",Ouverture de l’Op.: Sulmona à grand Orchestre. Op. 40.,1,16,No,"Lindpaintner, Peter Josef von",1791,1856
October,1823,25.08,"Ries, Ferd.",4me Sinfonie à grand Orchestre. Op. 110.,3,12,No,"Ries, Ferdinand",1784,1838
October,1823,25.08,"Wilms, J. W.",Sinfonie à grand Orchestre. Op. 58.,3,12,No,"Wilms, Johann Wilhelm",1772,1847
October,1823,25.08,"Gabrielsky, W.",16 Amusemens faciles et agréables pour 2 Flutes. Op. 63.,0,18,No,"Gabrielski, Johann Wilhelm",1791,1846
October,1823,25.08,"Gabrielsky, W.",Fantaisie pour la Flute seule. Op. 64.,0,6,No,"Gabrielski, Johann Wilhelm",1791,1846
October,1823,25.08,"Gabrielsky, W.",6 Adagios pour la Flute seule. Op. 65.,0,6,No,"Gabrielski, Johann Wilhelm",1791,1846
October,1823,25.08,"Kummer, G. H.",Concerto pour le Basson avec accomp. de grand Orchestre. Op. 25. C dur.,2,12,No,"Kummer, Gotthelf Heinrich",1774,1857
October,1823,25.08,"Mejo, Gme.",Variations sur la chanson: Gaudeamus igitur etc. pour des Instrumens à vent.,1,12,No,"Mejo, Wilhelm",1791,1886
October,1823,25.08,"Nicholson, C.",3 Duos concert. p. 2 Flutes.,1,4,No,"Nicholson, Charles",1795,1837
October,1823,25.08,"Boyneburgk, Fr. Baron de","2 Polonoises, 1 Cotillon, 6 Walses et 5 Eccossoises pour le Pianoforte à 4 mains. Op. 15.",0,16,No,"Boyneburgk, Friedrich August von",1789,1851
October,1823,25.08,"Cramer, J. B.",14me Divertissement dans le style italien pour le Pianoforte.,0,12,No,"Cramer, Johann Baptist",1771,1858
October,1823,25.08,"Dussek, J. L.",Rondeau du 12me Concerto (Es dur) arr. à 4 mains par F. Mockwitz.,1,0,No,"Dussek, Jan Ladislav",1760,1812
October,1823,25.08,"Ebers, C. F.",Polonoise royale pour le Pianoforte à 4 mains. Op. 54.,0,12,No,"Ebers, Carl Friedrich",1770,1836
October,1823,25.08,"Field, John.",Rondeau du 6me Concerto pour le Pianoforte.,0,12,No,"Field, John",1782,1837
October,1823,25.08,"Köhler, E.",Introduction et Variations brillantes sur la Marche d’Alexandré pour le Pianoforte à 4 mains.,1,0,No,"Köhler, Ernst",1799,1847
October,1823,25.08,"Köhler, E.",3 Rondeaux pour le Pianoforte à 4 mains.,0,16,No,"Köhler, Ernst",1799,1847
October,1823,25.08,"Krägen, Ch.","grand Trio pour le Pianforte, Violon et Violoncelle.",1,12,No,"Krägen, Karl",1797,1879
October,1823,25.08,"Kurpinski, Ch.",Fantaisie pour le Pianoforte. Op. 10. No. 2.,0,12,No,"Kurpinski, Karol Kazimierz",1785,1857
October,1823,25.08,"Kurpinski, Ch.",Collection de 14 Polonoises et 4 Mazures pour le Pianoforte. Op. 11. Liv. 1. 2. à,0,16,No,"Kurpinski, Karol Kazimierz",1785,1857
October,1823,25.08,"Kurpinski, Ch.",Collection de 14 Polonoises et 4 Mazures pour le Pianoforte. Op. 11. Liv. 1. 2. à,0,16,No,"Kurpinski, Karol Kazimierz",1785,1857
October,1823,25.08,"Louis, Ferd., Prince de Prusse",Rondeau tiré de l’Oeuvre 3. arrangé pour le Pianoforte à 4 mains par F. Mockwitz.,1,0,No,"Louis Ferdinand, Prince of Prussia",1772,1806
October,1823,25.08,"Mozart, W. A.","grande Sinfonie arrangée pour le Pianoforte avec accomp. de Flute, Violon et Violoncelle par J. N. Hummel. No. 1 et 2. à",2,0,No,"Mozart, Wolfgang Amadeus",1756,1791
October,1823,25.08,"Mozart, W. A.","grande Sinfonie arrangée pour le Pianoforte avec accomp. de Flute, Violon et Violoncelle par J. N. Hummel. No. 1 et 2. à",2,0,No,"Mozart, Wolfgang Amadeus",1756,1791
October,1823,25.08,"Ries, Ferd.",8me Fantaisie pour le Pianoforte sur des Thèmes favoris de l’Op.: Zelmire de Rossini. Op. 121.,0,12,No,"Ries, Ferdinand",1784,1838
October,1823,25.08,"Ries, Ferd.",4me grande Sinfonie arrangée pour le Pianoforte à 4 mains par Fr. Mockwitz.,2,0,No,"Ries, Ferdinand",1784,1838
October,1823,25.08,"Ries, Ferd.",5me grande Sinfonie arrangée pour le Pianoforte à 4 mains par Fr. Mockwitz.,2,0,No,"Ries, Ferdinand",1784,1838
October,1823,25.08,"Ries, Ferd.",la même arrangé pour le Pianoforte seul par Hüttner.,1,0,No,"Ries, Ferdinand",1784,1838
October,1823,25.08,"Sörgel, F. W.",31 petites pièces pour le Pianoforte tirés d’airs connus etc. Liv. 3.,0,16,No,"Sörgel, Friedrich Wilhelm*",1790,1870
October,1823,25.08,"Sörgel, F. W.",3 Marches pour le Pianoforte à 4 mains. Op. 16.,0,12,No,"Sörgel, Friedrich Wilhelm*",1790,1870
October,1823,25.08,"Bornhardt, J. H. C.","8 Canzonetten, (italienisch und deutsch,) mit begleitung der Guitarre.",0,16,No,"Bornhardt, Johann Heinrich Carl",1774,1843
October,1823,25.08,"Drexel, Fr.",6 Gesänge mit Begleitung der Guitarre. 16tes Werk.,0,12,No,"Drexel, Friedrich",,
October,1823,25.08,"Drexel, Fr.",6 Lieder für eine Singstimme mit Begleitung der Guitarre. 20stes Werk.,0,12,No,"Drexel, Friedrich",,
October,1823,25.08,"Neukomm, Sigd.","Stabat mater à 4 Parties en 2 Choeurs, Partition. Op. 38.",1,8,No,"Neukomm, Sigismund Ritter von",1778,1858
October,1823,25.08,"Speier, Wm.",3 Gedichte von Uhland für eine Singstimme mit Begleitung des Pianoforte. Op. 14.,0,10,No,"Speyer, Wilhelm",1790,1878
October,1823,25.08,"Fischer, M. G.",24 Orgelstücke durch alle Durund Molltonarten. Allen angehenden Orgelspielern gewidmet und zur fleissigen Uebung empfohlen. 15tes Werk. 7te Sammlung.,1,0,No,"Fischer, Michael Gottard",1773,1829
February,1824,26.02,"Onslow, G.","3 Quatuors pour 2 Violons, Viola et Violoncelle. Op. 21. No. 1. 2. 3. à",1,8,No,"Onslow, George",1784,1853
February,1824,26.02,"Onslow, G.","3 Quatuors pour 2 Violons, Viola et Violoncelle. Op. 21. No. 1. 2. 3. à",1,8,No,"Onslow, George",1784,1853
February,1824,26.02,"Onslow, G.","3 Quatuors pour 2 Violons, Viola et Violoncelle. Op. 21. No. 1. 2. 3. à",1,8,No,"Onslow, George",1784,1853
February,1824,26.02,"Kaczkowski, J.","3me Air varié pour Violon principal avec accompagnement de second Violon, Alto et Violoncelle ou de Pianoforte. Op. 22.",0,10,No,"Kaczkowski, Joachim",1786,1829
February,1824,26.02,"Mühling, A.",3 Duos concertans pour 2 Flûtes. Op. 26.,1,4,No,"Mühling, August",1786,1847
February,1824,26.02,"Sörgel, F. W.",3 Solos pour le Violon. Op. 17.,0,8,No,"Sörgel, Friedrich Wilhelm*",1790,1870
February,1824,26.02,"Voigt, L.","Sonata per il Violoncello, col accomp. d’un Violoncello secondo. Op. 22.",0,8,No,"Voigt, Carl Louis",1792,1831
February,1824,26.02,"Louis Ferdinand, Prince de Prusse",Ronde pour le Pianoforte avec accomp. de l’Orch. Oeuvre posthume. Op. 13.,2,0,No,"Louis Ferdinand, Prince of Prussia",1772,1806
February,1824,26.02,"Kalkbrenner, F.",grand Concerto (No. 1.) pour le Pianoforte avec accomp. de l’Orchestre. Op. 61. D moll.,3,8,No,"Kalkbrenner, Frédéric",1785,1849
February,1824,26.02,"Kalkbrenner, F.",le même sans accompagnement.,1,16,No,"Kalkbrenner, Frédéric",1785,1849
February,1824,26.02,"Kalkbrenner, F.",11me Fantaisie pour le Pianoforte sur l’air eccossois: “Were a’ noddin”. Op. 60.,0,12,No,"Kalkbrenner, Frédéric",1785,1849
February,1824,26.02,"Kalkbrenner, F.",12me Fantaisie pour le Pianoforte sur l’air: “Auld lang syne” avec Variations. Op. 62.,0,12,No,"Kalkbrenner, Frédéric",1785,1849
February,1824,26.02,"Kalkbrenner, F.",Grand Rondo pour le Pianoforte avec acc. d’Orch. ad libitum. Op. 66. B dur.,2,0,No,"Kalkbrenner, Frédéric",1785,1849
February,1824,26.02,"Kalkbrenner, F.",le même sans accompagnement.,1,0,No,"Kalkbrenner, Frédéric",1785,1849
February,1824,26.02,"Kalkbrenner, F.",grande Walse pour le Pianoforte avec accomp. de Flûte ad libitum. Op. 63.,0,10,No,"Kalkbrenner, Frédéric",1785,1849
February,1824,26.02,"Bornhard, J. H. C.",6 Sonatines faciles pour le Pianoforte avec accomp. d’une Flûte.,1,0,No,"Bornhardt, Johann Heinrich Carl",1774,1843
February,1824,26.02,"Onslow, G.",Quintetto (No. 4.) arr. pour le Pianoforte avec accomp. d’une Flûte.,1,0,No,"Onslow, George",1784,1853
February,1824,26.02,"Ries, Ferd.",Rondo pour le Pianoforte d’aprés un Duo de Bishop. Op. 104. No. 2.,0,10,No,"Ries, Ferdinand",1784,1838
February,1824,26.02,"Siegel, D. S.",12 Variations sur un air de l’Op.: Preciosa pour le Pianoforte. Op. 33.,0,12,No,"Siegel, Daniel Siegmeyer (d. after 1848)",1774,
February,1824,26.02,"Mozart, W. A.","Cantate: Herr, auf den wir schauen etc. No. 7. Partitur.",1,8,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1824,26.02,"Baake, Ferd.",6 Lieder mit Begleitung des Pianoforte. 1e Sammlung.,0,16,No,"Baake, Ferdinand Gottfried",1800,1881
February,1824,26.02,"Drexel, Fr.",3 Polonoises pour la Guitarre. Op. 18. 19. à,0,4,No,"Drexel, Friedrich",,
February,1824,26.02,"Drexel, Fr.",3 Polonoises pour la Guitarre. Op. 18. 19. à,0,4,No,"Drexel, Friedrich",,
June,1824,26.05,Kurpinski,Elégie harmonique à grand Orchestre. Oeuv. 15.,1,16,No,"Kurpinski, Karol Kazimierz",1785,1857
June,1824,26.05,"Seyfried, Ign. de","Ouverture de Nosh, à grand Orchestre.",2,0,No,"Seyfried, Ignaz, Ritter von",1776,1841
